Incident energy ; σ(E)
243.1241 ; 137.6247
243.1433 ; 138.4463
243.1626 ; 138.5177
243.2051 ; 136.0356
243.2475 ; 130.1846
243.3003 ; 119.0206
243.353 ; 104.964
243.4014 ; 90.88393
243.4497 ; 76.91941
243.498 ; 63.96491
243.5222 ; 58.05724
243.5463 ; 52.62744
243.5727 ; 47.22888
243.5991 ; 42.41474
243.6255 ; 38.17537
243.6518 ; 34.49799
243.6782 ; 31.31715
243.7045 ; 28.61196
243.7309 ; 26.31242
243.7572 ; 24.3856
243.7836 ; 22.76736
243.81 ; 21.41892
243.8364 ; 20.29755
243.8627 ; 19.36839
243.8891 ; 18.59128
243.9154 ; 17.94399
243.9418 ; 17.39782
243.9681 ; 16.93732
244.0011 ; 16.45331
244.0341 ; 16.05085
244.0671 ; 15.7111
244.1 ; 15.42078
244.133 ; 15.16761
244.1659 ; 14.94534
244.2318 ; 14.56868
244.2977 ; 14.25905
244.3636 ; 13.99754
244.4295 ; 13.77212
244.4954 ; 13.57469
244.5613 ; 13.39947
244.6272 ; 13.2422
244.759 ; 12.96936
244.8908 ; 12.73814
245.0226 ; 12.53719
245.2335 ; 12.26064
245.4444 ; 12.02277
245.585 ; 11.87919
245.7256 ; 11.74449
245.9102 ; 11.57839
246.0947 ; 11.42292
246.2793 ; 11.27794
246.4638 ; 11.14631
246.6484 ; 11.03696
246.7407 ; 10.99831
246.8329 ; 10.98078
246.9252 ; 11.00327
246.9713 ; 11.04069
247.0174 ; 11.10555
247.0636 ; 11.20925
247.1097 ; 11.36608
247.1558 ; 11.59473
247.2019 ; 11.91712
247.2459 ; 12.33421
247.2898 ; 12.87728
247.3338 ; 13.56521
247.3777 ; 14.40338
247.4217 ; 15.39187
247.4656 ; 16.50627
247.5534 ; 18.94608
247.6237 ; 20.80656
247.6589 ; 21.59313
247.694 ; 22.22662
247.736 ; 22.73946
247.778 ; 22.94743
247.8092 ; 22.8937
247.8403 ; 22.66563
247.8745 ; 22.22638
247.9086 ; 21.61496
247.9769 ; 20.00212
248.0542 ; 17.88245
248.0928 ; 16.841
248.1314 ; 15.87653
248.1749 ; 14.9332
248.2183 ; 14.19417
248.2401 ; 13.91578
248.2618 ; 13.71039
248.2835 ; 13.58571
248.3052 ; 13.55286
248.327 ; 13.62613
248.3487 ; 13.82187
248.3704 ; 14.16109
248.3921 ; 14.66935
248.4138 ; 15.37755
248.4355 ; 16.32254
248.4572 ; 17.54755
248.4789 ; 19.1026
248.4983 ; 20.8185
248.5176 ; 22.87691
248.5369 ; 25.33407
248.5562 ; 28.24144
248.5755 ; 31.653
248.5948 ; 35.62411
248.6141 ; 40.21023
248.6334 ; 45.46531
248.6528 ; 51.47272
248.6721 ; 58.21565
248.6914 ; 65.76012
248.7107 ; 74.13271
248.73 ; 83.34711
248.7493 ; 93.40161
248.7879 ; 115.9337
248.8266 ; 141.3972
248.8894 ; 186.7429
248.9521 ; 232.3091
249.01 ; 268.823
249.0366 ; 282.2469
249.0631 ; 292.8725
249.0968 ; 301.8613
249.125 ; 305.1589
249.1286 ; 305.2938
249.1404 ; 305.2788
249.1522 ; 304.5653
249.1758 ; 301.074
249.2253 ; 285.3646
249.2749 ; 260.0497
249.3245 ; 228.1685
249.4191 ; 161.3514
249.4664 ; 130.1527
249.49 ; 115.9361
249.5136 ; 102.7943
249.5362 ; 91.28527
249.5587 ; 80.90195
249.5812 ; 71.58876
249.6037 ; 63.3179
249.6263 ; 56.01106
249.6488 ; 49.66922
249.6713 ; 44.184
249.6938 ; 39.47534
249.7164 ; 35.44441
249.7389 ; 32.04484
249.7614 ; 29.17869
249.7839 ; 26.77227
249.8065 ; 24.74976
249.829 ; 23.06801
249.8515 ; 21.66346
249.874 ; 20.48926
249.8921 ; 19.6844
249.9101 ; 18.98808
249.9281 ; 18.38014
249.9461 ; 17.84732
249.9732 ; 17.16222
250.0002 ; 16.59215
250.0272 ; 16.10993
250.0542 ; 15.69682
250.1082 ; 15.02436
250.1622 ; 14.49804
250.2028 ; 14.17201
250.2433 ; 13.89454
250.2839 ; 13.65842
250.3244 ; 13.46228
250.365 ; 13.30557
250.4055 ; 13.1927
250.446 ; 13.131
250.4865 ; 13.13434
250.5271 ; 13.22617
250.5676 ; 13.44354
250.6082 ; 13.84721
250.6285 ; 14.14617
250.6487 ; 14.52772
250.669 ; 15.01483
250.6893 ; 15.62928
250.7096 ; 16.39937
250.7298 ; 17.35375
250.7501 ; 18.54194
250.7703 ; 19.99901
250.7906 ; 21.79417
250.8108 ; 23.97242
250.8266 ; 25.99437
250.8424 ; 28.33659
250.8582 ; 31.04011
250.8739 ; 34.12808
250.8897 ; 37.6868
250.9055 ; 41.74782
250.9213 ; 46.36331
250.937 ; 51.5521
250.9528 ; 57.43498
250.9686 ; 64.03607
250.9844 ; 71.40983
251.0001 ; 79.55423
251.0159 ; 88.62225
251.0316 ; 98.54345
251.0474 ; 109.4831
251.0631 ; 121.3337
251.0812 ; 136.2367
251.0992 ; 152.3902
251.1352 ; 188.6399
251.1712 ; 229.8192
251.2072 ; 275.1362
251.3062 ; 409.0969
251.3468 ; 460.7089
251.3873 ; 505.2767
251.4368 ; 545.7224
251.4641 ; 559.8394
251.4914 ; 567.4579
251.4959 ; 568.069
251.5005 ; 568.5032
251.5166 ; 568.5043
251.5326 ; 566.1758
251.5646 ; 554.7369
251.5999 ; 532.3549
251.6351 ; 501.2426
251.6992 ; 428.3528
251.7633 ; 345.5943
251.821 ; 272.6614
251.8498 ; 239.0365
251.8786 ; 208.0215
251.9075 ; 179.8599
251.9363 ; 154.9114
251.9651 ; 133.089
251.9939 ; 114.2884
252.0228 ; 98.26481
252.0516 ; 84.87352
252.0661 ; 79.0143
252.0805 ; 73.73046
252.0949 ; 68.94191
252.1093 ; 64.61125
252.1238 ; 60.67622
252.1382 ; 57.15554
252.1526 ; 53.98679
252.167 ; 51.13781
252.1814 ; 48.57827
252.1958 ; 46.27983
252.2102 ; 44.21612
252.2246 ; 42.36281
252.2535 ; 39.19012
252.2823 ; 36.62756
252.3111 ; 34.53576
252.3399 ; 32.81264
252.3688 ; 31.37296
252.3976 ; 30.16358
252.4264 ; 29.13053
252.4552 ; 28.23665
252.5065 ; 26.90483
252.5577 ; 25.81864
252.609 ; 24.90451
252.6602 ; 24.12198
252.7115 ; 23.43873
252.7627 ; 22.83721
252.814 ; 22.30038
252.8652 ; 21.81933
252.9678 ; 20.98741
253.0703 ; 20.29324
253.1728 ; 19.70279
253.2753 ; 19.19286
253.3778 ; 18.74664
253.4803 ; 18.35173
253.5828 ; 17.99912
253.6853 ; 17.68297
253.7718 ; 17.4435
253.8583 ; 17.23437
253.9016 ; 17.14637
253.9448 ; 17.07594
253.9881 ; 17.03153
254.0313 ; 17.02736
254.053 ; 17.04684
254.0746 ; 17.08517
254.0962 ; 17.14681
254.1178 ; 17.23697
254.1395 ; 17.36254
254.1611 ; 17.52961
254.1827 ; 17.74704
254.2043 ; 18.02431
254.226 ; 18.37383
254.2476 ; 18.80414
254.2692 ; 19.32936
254.2908 ; 19.96293
254.3124 ; 20.71878
254.334 ; 21.61096
254.3556 ; 22.65319
254.3772 ; 23.85828
254.4061 ; 25.74475
254.4349 ; 27.95502
254.4637 ; 30.50528
254.4925 ; 33.39252
254.5502 ; 40.09662
254.6078 ; 47.66899
254.6687 ; 55.88489
254.7296 ; 63.27885
254.7584 ; 66.16558
254.7872 ; 68.51148
254.8246 ; 70.60994
254.8502 ; 71.36648
254.8736 ; 71.55254
254.9027 ; 71.10918
254.9318 ; 69.94366
254.976 ; 66.92454
255.0201 ; 62.68654
255.1084 ; 52.09468
255.1526 ; 46.54564
255.1967 ; 41.29952
255.2354 ; 37.12148
255.274 ; 33.45274
255.2933 ; 31.82023
255.3126 ; 30.32455
255.3319 ; 28.96437
255.3512 ; 27.73643
255.3706 ; 26.6305
255.3899 ; 25.65203
255.4092 ; 24.78824
255.4285 ; 24.032
255.4478 ; 23.3761
255.4671 ; 22.81354
255.4864 ; 22.33779
255.5057 ; 21.94302
255.5326 ; 21.51879
255.5595 ; 21.23269
255.5864 ; 21.07976
255.6133 ; 21.06047
255.6402 ; 21.18129
255.6671 ; 21.45511
255.694 ; 21.90156
255.7209 ; 22.54712
255.7478 ; 23.42511
255.7747 ; 24.57524
255.8016 ; 26.04278
255.8285 ; 27.87727
255.8554 ; 30.13056
255.8823 ; 32.85419
255.9092 ; 36.09619
255.936 ; 39.88196
255.9645 ; 44.54846
255.993 ; 49.88911
256.0215 ; 55.89205
256.05 ; 62.51394
256.107 ; 77.26191
256.164 ; 93.05937
256.2156 ; 106.9463
256.2671 ; 118.9929
256.2904 ; 123.4823
256.3229 ; 128.4635
256.3485 ; 131.2001
256.3798 ; 133.0019
256.3907 ; 133.2177
256.4277 ; 132.361
256.4559 ; 130.1135
256.4841 ; 126.5984
256.5343 ; 117.6974
256.5844 ; 106.3995
256.6346 ; 93.89449
256.6847 ; 81.39198
256.7349 ; 69.77011
256.76 ; 64.5022
256.785 ; 59.68077
256.8106 ; 55.20917
256.8361 ; 51.2308
256.8616 ; 47.7192
256.8871 ; 44.65383
256.9127 ; 41.9953
256.9382 ; 39.72829
256.9637 ; 37.80217
256.9892 ; 36.17637
257.0148 ; 34.8061
257.0403 ; 33.66416
257.0658 ; 32.71
257.0913 ; 31.91251
257.1168 ; 31.24445
257.1423 ; 30.68241
257.1678 ; 30.2067
257.1933 ; 29.80095
257.2173 ; 29.47097
257.2412 ; 29.18319
257.2652 ; 28.9279
257.2891 ; 28.70141
257.337 ; 28.31318
257.3849 ; 27.99176
257.4328 ; 27.72041
257.4807 ; 27.48857
257.5286 ; 27.28935
257.5764 ; 27.11834
257.6339 ; 26.94464
257.6914 ; 26.8017
257.8064 ; 26.59477
257.9214 ; 26.47652
258.0363 ; 26.43245
258.1513 ; 26.45254
258.2662 ; 26.53047
258.3812 ; 26.66455
258.4387 ; 26.75437
258.4961 ; 26.86226
258.568 ; 27.03069
258.6039 ; 27.13309
258.6398 ; 27.25133
258.6758 ; 27.38936
258.7117 ; 27.55055
258.7476 ; 27.73981
258.7835 ; 27.96192
258.8195 ; 28.22221
258.8554 ; 28.52302
258.8913 ; 28.86742
258.9272 ; 29.2557
258.9632 ; 29.68664
258.9991 ; 30.15206
259.0709 ; 31.149
259.138 ; 32.07347
259.1715 ; 32.49533
259.205 ; 32.87119
259.2577 ; 33.33917
259.3035 ; 33.60023
259.3446 ; 33.71105
259.374 ; 33.72063
259.4034 ; 33.67702
259.4633 ; 33.45346
259.5798 ; 32.7612
259.6381 ; 32.4333
259.6672 ; 32.29876
259.6963 ; 32.18915
259.7352 ; 32.08536
259.774 ; 32.032
259.8128 ; 32.0272
259.8516 ; 32.06707
259.8905 ; 32.14659
259.9293 ; 32.25952
259.9681 ; 32.40029
260.0069 ; 32.56369
260.0458 ; 32.74574
260.0846 ; 32.94185
260.1622 ; 33.36689
260.2399 ; 33.82455
260.3175 ; 34.30549
260.4507 ; 35.17534
260.5838 ; 36.09146
260.85 ; 38.03677
261.1163 ; 40.09504
261.3825 ; 42.20682
261.5379 ; 43.43254
261.6932 ; 44.62703
261.8485 ; 45.7689
261.9262 ; 46.31475
262.0038 ; 46.84304
262.0416 ; 47.096
262.0793 ; 47.34768
262.117 ; 47.60192
262.1547 ; 47.86373
262.1925 ; 48.14153
262.2302 ; 48.44522
262.2491 ; 48.61232
262.2679 ; 48.79163
262.2868 ; 48.98806
262.3056 ; 49.20292
262.3245 ; 49.44242
262.3434 ; 49.70989
262.3623 ; 50.01029
262.3811 ; 50.34714
262.4 ; 50.72995
262.4188 ; 51.16096
262.4377 ; 51.65144
262.4565 ; 52.20314
262.4754 ; 52.82901
262.4943 ; 53.53342
262.5132 ; 54.32327
262.532 ; 55.20011
262.5509 ; 56.17904
262.5697 ; 57.25448
262.5886 ; 58.44149
262.6074 ; 59.72957
262.6327 ; 61.63219
262.658 ; 63.72375
262.7086 ; 68.41358
262.8097 ; 78.90882
262.8603 ; 83.93331
262.9109 ; 88.15673
262.939 ; 89.98096
262.9671 ; 91.34625
262.996 ; 92.21874
263.0155 ; 92.48503
263.0286 ; 92.51479
263.0627 ; 92.0318
263.1139 ; 89.86319
263.1621 ; 86.47036
263.2103 ; 82.13215
263.3067 ; 72.28311
263.3549 ; 67.52726
263.379 ; 65.31614
263.4031 ; 63.24594
263.4348 ; 60.75982
263.4664 ; 58.56228
263.498 ; 56.64425
263.5296 ; 54.99259
263.5454 ; 54.26003
263.5612 ; 53.58533
263.577 ; 52.96494
263.5928 ; 52.39512
263.6086 ; 51.87211
263.6244 ; 51.3921
263.6402 ; 50.95138
263.656 ; 50.54632
263.6719 ; 50.17118
263.6877 ; 49.82738
263.7035 ; 49.50936
263.7193 ; 49.21425
263.7351 ; 48.93941
263.7509 ; 48.68241
263.7825 ; 48.21345
263.8141 ; 47.7925
263.8457 ; 47.40797
263.8773 ; 47.05119
263.9089 ; 46.71591
263.9451 ; 46.35299
263.9812 ; 46.01022
264.0173 ; 45.68518
264.0534 ; 45.37812
264.0896 ; 45.08955
264.1257 ; 44.82295
264.1618 ; 44.57938
264.1979 ; 44.36024
264.2341 ; 44.16543
264.2702 ; 43.99488
264.3425 ; 43.71025
264.4148 ; 43.45658
264.487 ; 43.15654
264.5262 ; 42.94327
264.5653 ; 42.67964
264.5773 ; 42.58712
264.6131 ; 42.27627
264.6466 ; 41.93696
264.694 ; 41.37906
264.7488 ; 40.63484
264.8035 ; 39.81495
264.9073 ; 38.18123
264.9592 ; 37.38585
265.011 ; 36.63385
265.0629 ; 35.93212
265.0889 ; 35.6009
265.1148 ; 35.28409
265.1408 ; 34.97861
265.1667 ; 34.68601
265.2185 ; 34.13199
265.2704 ; 33.61192
265.3223 ; 33.11936
265.3742 ; 32.64804
265.426 ; 32.19404
265.5298 ; 31.32134
265.6335 ; 30.4878
265.8952 ; 28.52448
266.1569 ; 26.74712
266.4186 ; 25.14336
266.6803 ; 23.69883
266.9175 ; 22.51402
267.1547 ; 21.43533
267.3919 ; 20.45091
267.6291 ; 19.5492
267.8663 ; 18.72076
267.9849 ; 18.33204
268.1035 ; 17.95975
268.2221 ; 17.60464
268.3407 ; 17.27163
268.4 ; 17.11854
268.4593 ; 16.98136
268.5186 ; 16.8711
268.5482 ; 16.83171
268.5778 ; 16.80709
268.6187 ; 16.80566
268.6596 ; 16.8558
268.7005 ; 16.97675
268.721 ; 17.0713
268.7414 ; 17.1923
268.7619 ; 17.34456
268.7823 ; 17.53041
268.8028 ; 17.75564
268.8232 ; 18.02209
268.8437 ; 18.3364
268.8641 ; 18.69941
268.8845 ; 19.11623
268.9049 ; 19.59023
268.9356 ; 20.41769
268.9663 ; 21.38899
268.997 ; 22.50863
269.0276 ; 23.77312
269.0583 ; 25.18807
269.089 ; 26.74385
269.1503 ; 30.24018
269.2035 ; 33.65879
269.2566 ; 37.41666
269.2974 ; 40.5641
269.3427 ; 44.37985
269.3484 ; 44.88762
269.3654 ; 46.44263
269.3824 ; 48.06184
269.4175 ; 51.62438
269.4526 ; 55.50054
269.5301 ; 65.11976
269.5688 ; 70.30994
269.6334 ; 78.94087
269.6979 ; 86.44451
269.7431 ; 90.28614
269.7882 ; 92.45086
269.8242 ; 92.7703
269.8319 ; 92.66605
269.8435 ; 92.39245
269.8727 ; 91.08592
269.9019 ; 88.92
269.9381 ; 85.13694
269.9743 ; 80.31373
270.0412 ; 69.498
270.1081 ; 57.68862
270.1444 ; 51.44473
270.1806 ; 45.59775
270.2169 ; 40.2593
270.2531 ; 35.54697
270.2894 ; 31.4718
270.3075 ; 29.68255
270.3256 ; 28.05002
270.3437 ; 26.56837
270.3618 ; 25.23043
270.3799 ; 24.02797
270.398 ; 22.95205
270.4259 ; 21.51965
270.4538 ; 20.33046
270.4817 ; 19.35004
270.5095 ; 18.54851
270.5374 ; 17.89051
270.5653 ; 17.35291
270.5932 ; 16.91291
270.621 ; 16.55239
270.6489 ; 16.25278
270.6768 ; 16.00241
270.7047 ; 15.79079
270.7325 ; 15.6102
270.7883 ; 15.31448
270.844 ; 15.08035
270.9332 ; 14.78357
271.0514 ; 14.48134
271.1695 ; 14.24995
271.2877 ; 14.07794
271.4058 ; 13.96794
271.4649 ; 13.94004
271.524 ; 13.93424
271.5831 ; 13.95527
271.6421 ; 14.00988
271.7012 ; 14.10848
271.7602 ; 14.26647
271.8193 ; 14.50974
271.8783 ; 14.87992
271.909 ; 15.14539
271.9396 ; 15.47837
271.9703 ; 15.90144
272.0009 ; 16.43891
272.0316 ; 17.1302
272.0622 ; 18.01768
272.0929 ; 19.16808
272.1235 ; 20.65138
272.1542 ; 22.57503
272.1848 ; 25.04654
272.2155 ; 28.22769
272.2461 ; 32.2689
272.2615 ; 34.69247
272.2768 ; 37.39408
272.2921 ; 40.41659
272.3074 ; 43.78907
272.3227 ; 47.54138
272.338 ; 51.70385
272.3533 ; 56.30688
272.3686 ; 61.3805
272.3931 ; 70.55739
272.4176 ; 81.1261
272.4421 ; 93.18113
272.4666 ; 106.7932
272.4881 ; 120.053
272.5095 ; 134.4742
272.531 ; 150.166
272.5524 ; 166.9272
272.5953 ; 203.5711
272.6382 ; 243.2738
272.6934 ; 296.0863
272.7486 ; 346.4488
272.7823 ; 373.7209
272.816 ; 396.9097
272.851 ; 415.5397
272.886 ; 427.6901
272.9132 ; 432.2581
272.92 ; 432.7125
272.9397 ; 432.4669
272.9594 ; 429.9158
272.9987 ; 418.2009
273.0515 ; 390.0611
273.1043 ; 350.9766
273.1509 ; 310.8831
273.1975 ; 268.7882
273.2441 ; 227.4782
273.2907 ; 189.1434
273.3373 ; 155.2467
273.3606 ; 140.2189
273.3839 ; 126.525
273.4072 ; 114.1609
273.4305 ; 103.094
273.4538 ; 93.2685
273.4771 ; 84.61137
273.5004 ; 77.03743
273.5237 ; 70.45425
273.547 ; 64.7662
273.5703 ; 59.87797
273.5936 ; 55.69722
273.6169 ; 52.13669
273.6402 ; 49.11556
273.6634 ; 46.57042
273.6883 ; 44.27888
273.7131 ; 42.38125
273.7411 ; 40.62524
273.7691 ; 39.20962
273.7971 ; 38.07481
273.825 ; 37.17552
273.853 ; 36.46702
273.8809 ; 35.92434
273.9368 ; 35.23925
273.9927 ; 34.99182
274.0486 ; 35.11077
274.1045 ; 35.56122
274.1604 ; 36.33151
274.2359 ; 37.88713
274.3113 ; 40.06412
274.3868 ; 42.91557
274.4622 ; 46.47619
274.5377 ; 50.77204
274.6131 ; 55.76011
274.6885 ; 61.34586
274.7639 ; 67.3522
274.8669 ; 75.79481
274.9184 ; 79.9402
274.9699 ; 83.96377
275.0214 ; 87.87504
275.0729 ; 91.77244
275.0987 ; 93.7842
275.1244 ; 95.88081
275.1501 ; 98.12349
275.1758 ; 100.5777
275.2102 ; 104.3308
275.2445 ; 108.8086
275.2789 ; 114.2903
275.3133 ; 121.0428
275.3477 ; 129.355
275.382 ; 139.4726
275.4164 ; 151.6946
275.4508 ; 166.1665
275.4852 ; 182.958
275.5195 ; 201.9459
275.5539 ; 223.0145
275.5883 ; 245.7059
275.6597 ; 295.2319
275.731 ; 341.6162
275.7627 ; 358.9672
275.7944 ; 373.2388
275.8284 ; 384.3942
275.8623 ; 390.6483
275.8839 ; 391.9171
275.8984 ; 391.5528
275.9406 ; 384.9634
275.9828 ; 370.5609
276.0374 ; 342.0553
276.0919 ; 305.5836
276.1833 ; 237.029
276.229 ; 203.6754
276.2746 ; 173.1104
276.2997 ; 157.8017
276.3248 ; 143.6921
276.3499 ; 130.8252
276.3749 ; 119.2509
276.4 ; 108.8504
276.4251 ; 99.62086
276.4502 ; 91.4914
276.4752 ; 84.40422
276.5003 ; 78.21084
276.5254 ; 72.84626
276.5505 ; 68.21569
276.5755 ; 64.24259
276.6006 ; 60.80983
276.6256 ; 57.86688
276.6507 ; 55.31973
276.6757 ; 53.12664
276.7026 ; 51.08859
276.7295 ; 49.32808
276.7564 ; 47.79688
276.7832 ; 46.45961
276.8101 ; 45.27346
276.8369 ; 44.22061
276.8906 ; 42.41564
276.9444 ; 40.91422
276.9981 ; 39.63855
277.0518 ; 38.5308
277.1055 ; 37.55403
277.1593 ; 36.68089
277.213 ; 35.8959
277.3204 ; 34.53223
277.4278 ; 33.38178
277.5352 ; 32.39295
277.6355 ; 31.58372
277.7358 ; 30.86293
277.8361 ; 30.21432
277.9363 ; 29.62578
278.0366 ; 29.08611
278.1369 ; 28.58801
278.2372 ; 28.1252
278.3374 ; 27.69333
278.495 ; 27.06827
278.5738 ; 26.7796
278.6526 ; 26.50849
278.7314 ; 26.25991
278.8102 ; 26.04676
278.8496 ; 25.96223
278.889 ; 25.90128
278.9284 ; 25.87523
278.9677 ; 25.90108
278.9964 ; 25.96677
279.025 ; 26.08624
279.0537 ; 26.27765
279.0823 ; 26.56158
279.111 ; 26.96749
279.1396 ; 27.52606
279.1683 ; 28.28158
279.1969 ; 29.27598
279.2256 ; 30.57044
279.2542 ; 32.21606
279.2829 ; 34.28944
279.3115 ; 36.84336
279.3402 ; 39.96251
279.3688 ; 43.68693
279.3975 ; 48.09503
279.4261 ; 53.19307
279.453 ; 58.64531
279.4799 ; 64.72687
279.5336 ; 78.593
279.5873 ; 94.21626
279.641 ; 110.5472
279.6876 ; 124.1928
279.7342 ; 136.2409
279.7629 ; 142.4126
279.7915 ; 147.3548
279.8313 ; 151.9066
279.8595 ; 153.3409
279.8676 ; 153.468
279.8932 ; 153.0296
279.9188 ; 151.3344
279.9502 ; 147.6248
279.9816 ; 142.2858
280.0355 ; 130.0387
280.0893 ; 115.2334
280.1476 ; 98.11696
280.2059 ; 81.62059
280.2351 ; 74.01778
280.2642 ; 67.03014
280.2933 ; 60.69633
280.3224 ; 55.04749
280.3404 ; 51.89787
280.3583 ; 49.02209
280.3763 ; 46.38049
280.3942 ; 43.99249
280.4122 ; 41.81948
280.4301 ; 39.87234
280.4481 ; 38.11494
280.466 ; 36.55199
280.484 ; 35.15087
280.5019 ; 33.91221
280.5199 ; 32.80748
280.5378 ; 31.83491
280.5558 ; 30.97024
280.5737 ; 30.2106
280.5916 ; 29.53936
280.6095 ; 28.94596
280.6275 ; 28.41801
280.6454 ; 27.95266
280.6634 ; 27.53686
280.6813 ; 27.1683
280.7172 ; 26.54042
280.753 ; 26.02998
280.7889 ; 25.60384
280.8248 ; 25.24117
280.8607 ; 24.9257
280.8965 ; 24.64643
280.9659 ; 24.17646
281.0353 ; 23.77101
281.1047 ; 23.40905
281.1741 ; 23.07843
281.2998 ; 22.53653
281.4255 ; 22.04695
281.5512 ; 21.59566
281.6768 ; 21.17682
281.7397 ; 20.97917
281.8025 ; 20.791
281.8653 ; 20.61392
281.9281 ; 20.45117
281.991 ; 20.30818
282.0538 ; 20.19547
282.1166 ; 20.13155
282.148 ; 20.12817
282.1794 ; 20.15282
282.2109 ; 20.21598
282.2423 ; 20.33163
282.2737 ; 20.51987
282.3051 ; 20.80831
282.3366 ; 21.23624
282.368 ; 21.85188
282.3994 ; 22.72367
282.4151 ; 23.28212
282.4308 ; 23.93932
282.4466 ; 24.71535
282.4623 ; 25.61705
282.478 ; 26.66738
282.4937 ; 27.8867
282.5094 ; 29.2974
282.5251 ; 30.92392
282.5408 ; 32.79271
282.5565 ; 34.93226
282.5722 ; 37.37296
282.5879 ; 40.14695
282.6036 ; 43.28793
282.6193 ; 46.83089
282.635 ; 50.8117
282.6507 ; 55.26677
282.6664 ; 60.23244
282.6821 ; 65.74449
282.7031 ; 74.03113
282.724 ; 83.38568
282.745 ; 93.96395
282.7659 ; 105.7175
282.7869 ; 118.7938
282.8078 ; 133.0818
282.8287 ; 148.6292
282.8496 ; 165.3959
282.8852 ; 196.5431
282.9208 ; 230.4262
282.992 ; 302.6407
283.0381 ; 348.6699
283.0841 ; 390.1936
283.1386 ; 429.1749
283.1846 ; 450.2035
283.2207 ; 457.7519
283.2253 ; 458.1185
283.24 ; 458.3784
283.2546 ; 457.2652
283.2838 ; 451.0142
283.3135 ; 439.4123
283.3432 ; 423.0104
283.4026 ; 378.5623
283.4619 ; 324.2296
283.5186 ; 269.3064
283.5752 ; 216.8659
283.6035 ; 192.7595
283.6318 ; 170.4948
283.6601 ; 150.2606
283.6884 ; 132.1469
283.7154 ; 116.8471
283.7424 ; 103.4264
283.7694 ; 91.78426
283.7963 ; 81.82181
283.8233 ; 73.3121
283.8503 ; 66.13167
283.8773 ; 60.11554
283.9042 ; 55.12086
283.9312 ; 50.96124
283.9582 ; 47.52059
283.9852 ; 44.67751
284.0121 ; 42.33418
284.0391 ; 40.38299
284.066 ; 38.76291
284.093 ; 37.39903
284.1199 ; 36.25027
284.1415 ; 35.45141
284.1631 ; 34.74351
284.2063 ; 33.54496
284.2495 ; 32.56603
284.2926 ; 31.74821
284.3358 ; 31.04696
284.3789 ; 30.43777
284.4221 ; 29.89854
284.4652 ; 29.41811
284.5515 ; 28.59154
284.6378 ; 27.90357
284.7241 ; 27.32037
284.8104 ; 26.8191
284.9075 ; 26.33302
285.0046 ; 25.91369
285.1017 ; 25.54991
285.1988 ; 25.23624
285.2474 ; 25.09867
285.2959 ; 24.97624
285.3445 ; 24.87133
285.393 ; 24.78863
285.4416 ; 24.73347
285.4901 ; 24.71288
285.5144 ; 24.7178
285.5386 ; 24.73399
285.5871 ; 24.80346
285.6249 ; 24.8941
285.6627 ; 25.01734
285.7005 ; 25.17167
285.7382 ; 25.35262
285.8137 ; 25.76753
285.8892 ; 26.18182
285.9297 ; 26.36843
285.9701 ; 26.50981
286.0133 ; 26.59716
286.016 ; 26.60017
286.0228 ; 26.60641
286.0296 ; 26.61071
286.0432 ; 26.61343
286.0463 ; 26.61294
286.059 ; 26.60663
286.0716 ; 26.59349
286.1129 ; 26.50313
286.1505 ; 26.36148
286.188 ; 26.17132
286.2481 ; 25.79051
286.3833 ; 24.82119
286.4171 ; 24.59775
286.4509 ; 24.39237
286.4847 ; 24.20765
286.5184 ; 24.04519
286.5522 ; 23.90398
286.586 ; 23.78354
286.6198 ; 23.6822
286.6536 ; 23.59791
286.6874 ; 23.52842
286.7212 ; 23.47149
286.755 ; 23.42503
286.7887 ; 23.38726
286.8413 ; 23.34161
286.8939 ; 23.30804
286.999 ; 23.26441
287.1041 ; 23.24027
287.2092 ; 23.22895
287.4195 ; 23.23684
287.5246 ; 23.25827
287.5772 ; 23.27587
287.6297 ; 23.30018
287.6967 ; 23.34499
287.7302 ; 23.37508
287.7637 ; 23.41156
287.7972 ; 23.45541
287.8307 ; 23.50755
287.8642 ; 23.56879
287.8977 ; 23.63965
287.9312 ; 23.72031
287.9647 ; 23.81046
288.0317 ; 24.01511
288.1657 ; 24.45746
288.2096 ; 24.5838
288.2535 ; 24.68708
288.2632 ; 24.70606
288.2876 ; 24.74695
288.3364 ; 24.79684
288.3899 ; 24.80039
288.4044 ; 24.79233
288.4189 ; 24.78062
288.4768 ; 24.70134
288.4864 ; 24.68384
288.5057 ; 24.6456
288.5455 ; 24.55646
288.5853 ; 24.45861
288.6649 ; 24.25986
288.7047 ; 24.16841
288.7445 ; 24.08661
288.7843 ; 24.01617
288.8241 ; 23.95765
288.8639 ; 23.9107
288.9037 ; 23.87429
288.9435 ; 23.84698
288.9833 ; 23.82715
289.0231 ; 23.81316
289.0629 ; 23.8035
289.1424 ; 23.79205
289.2582 ; 23.78135
289.3739 ; 23.76601
289.6053 ; 23.69915
290.1368 ; 23.28007
290.4025 ; 22.90632
290.6682 ; 22.42217
290.9339 ; 21.8399
291.0668 ; 21.51822
291.1996 ; 21.18179
291.3325 ; 20.83612
291.3989 ; 20.66273
291.4653 ; 20.49112
291.5318 ; 20.32386
291.5982 ; 20.1665
291.6314 ; 20.09415
291.6646 ; 20.02837
291.6978 ; 19.97183
